student_key,student_id,student_name,date_of_birth,grade,contact_number
5526,S05526,jacob boyle,2013-05-22,Grade 1,+15615742886
5527,S05527,james casey,2007-07-10,Grade 1,+13165840562
5528,S05528,angela jackson,2013-02-08,Grade 3,+19767451657
5529,S05529,jake jones,2014-07-17,Grade 3,+14163215026
5530,S05530,david bailey,2008-03-26,Grade 1,n/a
5531,S05531,whitney griffith,2014-05-25,Grade 3,+14578156602
5532,S05532,andrew james,2006-09-18,Grade 1,+17714260033
5533,S05533,kevin daniels,2017-12-08,Grade 5,+14129073235
5534,S05534,carl baker,2018-01-15,Grade 2,+16395298865
5535,S05535,patty jacobson,2015-07-01,Grade 3,+12293033152
5536,S05536,daniel jenkins,2018-10-03,Grade 4,+13297157827
5537,S05537,jeffery washington,2009-08-14,Grade 5,+15966267699
5538,S05538,steven jenkins,2009-10-03,Grade 4,+18662780262
5539,S05539,bryan roy,2006-08-09,Grade 2,+12054320877
5540,S05540,daniel white,2015-08-28,Grade 2,+14144109849
5541,S05541,brianna mcguire,2007-02-25,Grade 5,+17573565438
5542,S05542,karla jenkins,2014-05-24,Grade 5,+14856215310
5543,S05543,patty jenkins,2016-01-21,Grade 2,+16499959327
5544,S05544,michael benjamin dds,2010-09-07,Grade 5,+16965123704
5545,S05545,lindsey miller,2017-05-09,Grade 3,+14387289228
5546,S05546,brian faulkner,2014-04-08,Grade 3,+14393530820
5547,S05547,jessica porter,2015-04-21,Grade 3,+14645089924
5548,S05548,jennifer jones,2007-04-20,Grade 3,n/a
5549,S05549,april francis,2009-12-25,Grade 2,+16467345957
5550,S05550,sarah cruz,2009-03-15,Grade 4,+18747327330
5551,S05551,jeffrey wells,2012-08-18,Grade 5,+17069299781
5552,S05552,paige cook,2015-08-01,Grade 5,+14096480376
5553,S05553,erica hoffman,2015-08-20,Grade 4,+18306201601
5554,S05554,laura fox,2009-12-03,Grade 3,+15568639241
5555,S05555,timothy welch,2008-01-19,Grade 5,+18577049383
5556,S05556,laura norton,2016-01-17,Grade 5,+13084242379
5557,S05557,mary whitney,2019-02-07,Grade 4,+18679119608
5558,S05558,sean haynes,2007-03-22,Grade 5,+14785742344
5559,S05559,andrea brown,2016-08-25,Grade 4,+18939990673
5560,S05560,alexander riggs,2017-08-31,Grade 2,+12973744883
5561,S05561,angel castro,2016-05-07,Grade 5,+12933710108
5562,S05562,christopher everett,2010-11-18,Grade 1,+14447132640
5563,S05563,richard white,2007-01-25,Grade 3,+18185569563
5564,S05564,wesley schwartz,2013-06-09,Grade 2,+12734816488
5565,S05565,angela green,2014-04-05,Grade 4,+15984067543
5566,S05566,angela shaw,2010-12-02,Grade 5,+14365679183
5567,S05567,wendy armstrong,2008-03-29,Grade 5,+14123803966
5568,S05568,ana foster,2018-03-03,Grade 3,+18045171543
5569,S05569,timothy wright,2010-06-19,Grade 3,+14117148479
5570,S05570,andrew anderson,2011-10-16,Grade 1,+14947272808
5571,S05571,pamela sutton,2012-12-31,Grade 1,+19187527046
5572,S05572,michael buchanan,2008-12-15,Grade 4,+12623028132
5573,S05573,maria dixon,2014-01-11,Grade 5,+13955327951
5574,S05574,christopher wilson,2011-09-10,Grade 1,+13288337710
5575,S05575,kyle yoder,2009-02-05,Grade 1,+18697114293
5576,S05576,jesse stevens,2006-12-29,Grade 4,+14143686855
5577,S05577,christina rowe,2007-07-15,Grade 4,+15302152354
5578,S05578,javier vincent,2018-11-18,Grade 3,+16167213153
5579,S05579,christopher adams,2006-09-07,Grade 1,+18619583914
5580,S05580,shannon perez,2016-06-04,Grade 3,+14874172229
5581,S05581,lonnie atkins,2006-04-18,Grade 4,+17427329509
5582,S05582,ryan baldwin,2014-02-10,Grade 1,n/a
5583,S05583,stephen bradley,2015-04-15,Grade 5,+13225342279
5584,S05584,dana edwards,2015-12-12,Grade 2,+16857379637
5585,S05585,reginald carter,2011-02-07,Grade 1,n/a
5586,S05586,stephanie moore,2009-05-28,Grade 4,+17815933871
5587,S05587,karen harvey,2015-06-01,Grade 3,+15538441013
5588,S05588,christopher glenn,2017-12-27,Grade 2,+17198537175
5589,S05589,jose faulkner,2018-08-25,Grade 1,+18974675760
5590,S05590,hailey scott,2012-06-05,Grade 1,+18735772829
5591,S05591,sarah dunn,2010-04-23,Grade 1,+18563515692
5592,S05592,elizabeth jones md,2007-03-12,Grade 1,+15312592039
5593,S05593,ashley stephenson,2006-12-22,Grade 4,+13618426291
5594,S05594,morgan savage,2008-09-19,Grade 5,+14378764871
5595,S05595,andrew henry,2017-07-09,Grade 2,+14103897836
5596,S05596,george maldonado,2015-04-18,Grade 5,+16132829093
5597,S05597,heather becker,2012-06-29,Grade 2,+16635266036
5598,S05598,chad ho,2018-02-08,Grade 1,+14839332338
5599,S05599,samantha dalton,2016-04-20,Grade 2,+15459709989
5600,S05600,jennifer martin,2017-03-18,Grade 5,+19834999408
5601,S05601,alvin dyer,2017-08-22,Grade 2,+13416913911
5602,S05602,brandi lee,2017-10-18,Grade 5,+12939511713
5603,S05603,donald calderon,2017-01-26,Grade 4,n/a
5604,S05604,steven jennings,2008-04-14,Grade 5,+15992750340
5605,S05605,craig armstrong,2006-10-31,Grade 2,+14859537616
5606,S05606,jennifer christian,2017-09-26,Grade 5,+18069577897
5607,S05607,brittany estrada,2013-06-21,Grade 3,+12164300118
5608,S05608,sheena conrad,2007-10-25,Grade 1,+15346102627
5609,S05609,greg hawkins,2010-07-17,Grade 3,+18902626895
5610,S05610,steven ramos,2017-04-17,Grade 2,n/a
5611,S05611,mark murray,2010-06-23,Grade 2,+13478809146
5612,S05612,amanda stevenson,2013-07-09,Grade 4,+17942983657
5613,S05613,douglas flores,2018-01-02,Grade 4,+14125127516
5614,S05614,jesse english,2010-03-10,Grade 2,+19362256971
5615,S05615,sean long,2009-11-27,Grade 1,+15846953567
5616,S05616,rebecca white,2018-11-23,Grade 5,+16387788990
5617,S05617,jerry conrad,2010-09-28,Grade 2,+14962755343
5618,S05618,mary moon,2006-06-17,Grade 5,+14046418742
5619,S05619,john frye,2015-10-03,Grade 2,+13877745374
5620,S05620,paul anderson,2008-10-16,Grade 5,+17485932152
5621,S05621,aaron dennis,2015-09-24,Grade 3,+12927379088
5622,S05622,anita green,2010-09-25,Grade 3,+16983475692
5623,S05623,tonya stone,2018-10-12,Grade 5,+12404000748
5624,S05624,marcus ortiz,2010-11-02,Grade 3,+12335019510
5625,S05625,chad henry,2014-11-04,Grade 4,+15357943849
5626,S05626,steven thompson,2017-09-16,Grade 2,n/a
5627,S05627,bradley lamb,2011-05-31,Grade 2,+18809637591
5628,S05628,elizabeth chen,2017-05-08,Grade 5,+17896663673
5629,S05629,jill ross,2007-01-30,Grade 1,+13935758544
5630,S05630,anthony nichols,2015-01-12,Grade 3,+19567637538
5631,S05631,alyssa davis,2009-01-16,Grade 5,+16836005889
5632,S05632,maria brown,2018-12-29,Grade 4,+18017655511
5633,S05633,linda howard,2012-02-21,Grade 2,+18829544460
5634,S05634,stefanie sheppard,2017-02-01,Grade 1,n/a
5635,S05635,nicole smith,2013-03-31,Grade 5,+16392673437
5636,S05636,steven mills,2012-08-27,Grade 2,+13565190623
5637,S05637,jonathan cooper,2011-08-17,Grade 5,+12105385530
5638,S05638,leslie miles,2017-01-21,Grade 4,+15847538608
5639,S05639,john salazar,2011-10-16,Grade 3,+13504666758
5640,S05640,jodi rodriguez,2011-06-28,Grade 2,+13256572505
5641,S05641,amanda chambers,2013-04-14,Grade 3,+18625823688
5642,S05642,mrs. amanda ellis md,2012-01-26,Grade 3,+18808095123
5643,S05643,jonathan gillespie,2017-08-27,Grade 5,+15424162383
5644,S05644,patricia page,2011-09-02,Grade 3,+16709110465
5645,S05645,andrew perez,2009-02-01,Grade 1,+12588652632
5646,S05646,stephanie martinez,2007-09-22,Grade 3,+14975373303
5647,S05647,jonathan mora,2007-03-01,Grade 4,+17905052766
5648,S05648,april le,2011-09-24,Grade 2,+15859800957
5649,S05649,alicia fernandez,2010-08-14,Grade 2,+17123331139
5650,S05650,nicholas beck md,2016-11-25,Grade 1,+14655480545
5651,S05651,cheryl thomas,2009-07-10,Grade 2,+13112331133
5652,S05652,jennifer ruiz,2012-11-20,Grade 4,+18018791357
5653,S05653,jeffrey hodge,2014-09-04,Grade 5,+19877140445
5654,S05654,kevin hull,2016-12-12,Grade 1,+13284875710
5655,S05655,earl petty,2007-01-25,Grade 1,+14637661764
5656,S05656,john lee,2016-02-24,Grade 3,+15276029434
5657,S05657,catherine curtis,2018-03-01,Grade 5,+16568936982
5658,S05658,christopher holt,2015-12-21,Grade 3,+12959151103
5659,S05659,kristi holt,2015-04-26,Grade 1,+17645108498
5660,S05660,carrie bauer,2009-04-19,Grade 2,+12665494702
5661,S05661,christine brown,2019-01-13,Grade 5,+15176552544
5662,S05662,stephen schroeder,2009-10-13,Grade 1,+15598057000
5663,S05663,karina moore,2007-06-15,Grade 2,+14279037528
5664,S05664,christopher robinson,2009-04-06,Grade 5,+17948734250
5665,S05665,heather patterson,2019-01-17,Grade 5,+15856826567
5666,S05666,pamela pierce,2007-07-27,Grade 1,+17923508427
5667,S05667,karen hunter,2011-09-11,Grade 5,+15548946313
5668,S05668,daniel marshall,2007-07-16,Grade 1,+14005022798
5669,S05669,monica evans,2008-05-28,Grade 3,+16386974288
5670,S05670,brent miller,2006-12-05,Grade 5,+18866880174
5671,S05671,matthew calderon,2012-03-12,Grade 2,+12597727021
5672,S05672,gregory lewis,2009-06-05,Grade 1,+14446460363
5673,S05673,derek rodriguez,2006-11-10,Grade 2,+16245466637
5674,S05674,melody swanson,2008-01-05,Grade 2,+19443207608
5675,S05675,mary nash,2016-01-14,Grade 5,+17612378215
5676,S05676,dwayne parker,2008-10-30,Grade 2,+18634269809
5677,S05677,danielle clark,2013-07-13,Grade 1,+17152171249
5678,S05678,sheryl weber,2008-07-12,Grade 3,n/a
5679,S05679,nathan oneill,2006-12-09,Grade 4,+19247092983
5680,S05680,mr. george murphy,2006-11-05,Grade 4,+19984464016
5681,S05681,gina stone,2006-04-28,Grade 5,+13409881087
5682,S05682,jason bailey,2018-02-27,Grade 4,+13977465593
5683,S05683,stacie jimenez,2011-08-09,Grade 5,+15579953381
5684,S05684,terrence jones,2009-07-24,Grade 5,+13882592521
5685,S05685,karen lee,2014-12-21,Grade 3,+12038263760
5686,S05686,thomas dixon,2011-03-18,Grade 1,+19833445927
5687,S05687,douglas taylor,2007-10-17,Grade 3,+15733807265
5688,S05688,anthony graham,2011-08-06,Grade 2,+17149828024
5689,S05689,vincent lloyd,2013-09-04,Grade 5,+19387043467
5690,S05690,nathan kane,2013-05-25,Grade 3,+18454069189
5691,S05691,theresa booth dds,2013-06-05,Grade 3,+18212530340
5692,S05692,mary rodriguez,2008-12-04,Grade 1,+18308759332
5693,S05693,timothy peterson,2011-10-08,Grade 1,+13177135965
5694,S05694,maria lopez,2014-11-14,Grade 2,+17202919494
5695,S05695,bryan frederick,2015-09-10,Grade 4,+18946664545
5696,S05696,robert lee,2006-09-01,Grade 2,+18685251008
5697,S05697,rebecca rice,2013-09-03,Grade 4,+15836177168
5698,S05698,kenneth torres,2006-03-11,Grade 2,+15803158484
5699,S05699,felicia singleton,2007-02-18,Grade 3,+18955581112
5700,S05700,shawn jones,2007-01-16,Grade 3,+18862532997
5701,S05701,laura garcia,2018-12-11,Grade 2,+13464436020
5702,S05702,joseph miller,2007-11-14,Grade 2,+17135086116
5703,S05703,antonio garcia,2012-05-05,Grade 1,+19755390898
5704,S05704,ruth giles,2016-03-04,Grade 1,+14849332649
5705,S05705,brian thomas,2006-09-30,Grade 1,+19979733882
5706,S05706,carly wong,2017-12-24,Grade 1,+16615207527
5707,S05707,roger smith,2012-02-10,Grade 1,+16796808469
5708,S05708,james wagner dvm,2008-03-08,Grade 3,+15775711854
5709,S05709,clinton brown,2010-12-29,Grade 5,+17456910297
5710,S05710,colleen hurst,2007-07-23,Grade 1,+19027103517
5711,S05711,jay moore,2006-10-31,Grade 5,+18034919678
5712,S05712,christian edwards,2009-08-01,Grade 3,+15676318817
5713,S05713,elizabeth reynolds,2008-07-09,Grade 3,+18505365198
5714,S05714,elizabeth simmons,2009-03-22,Grade 2,+12504525732
5715,S05715,lisa nguyen,2008-02-09,Grade 2,+18246611437
5716,S05716,tamara moore,2008-04-16,Grade 1,+13295603628
5717,S05717,christopher sheppard,2009-06-28,Grade 2,+17324982666
5718,S05718,cody best,2010-12-15,Grade 5,+14459764205
5719,S05719,harry whitehead,2014-05-19,Grade 5,+12163708185
5720,S05720,dawn byrd,2016-10-26,Grade 2,+18413738617
5721,S05721,mary marshall,2011-10-14,Grade 2,+13906590522
5722,S05722,sherry brown,2011-06-24,Grade 4,+17176344831
5723,S05723,brandy hart,2013-04-06,Grade 5,+19983628014
5724,S05724,joseph schultz,2013-03-03,Grade 4,+17225648960
5725,S05725,nicole singh,2010-02-18,Grade 2,+14358502814
5726,S05726,larry lee,2010-12-18,Grade 2,+19119651976
5727,S05727,richard evans,2014-09-05,Grade 4,+12118169718
5728,S05728,kelly benitez,2017-01-25,Grade 2,+18168555597
5729,S05729,kelly norris dds,2009-02-18,Grade 1,+19685040611
5730,S05730,lauren mills,2014-07-30,Grade 5,+19624649156
5731,S05731,andrew smith,2012-04-30,Grade 2,+14299535478
5732,S05732,nicholas trevino,2015-10-07,Grade 2,+15982386216
5733,S05733,alex smith,2007-11-13,Grade 3,+12773423550
5734,S05734,christina bailey,2006-12-05,Grade 2,+16512542146
5735,S05735,melissa long,2012-02-02,Grade 2,+14569206249
5736,S05736,ian cameron,2015-11-09,Grade 4,+18962228007
5737,S05737,brian norman,2012-11-28,Grade 4,+17514152374
5738,S05738,jeffrey ford,2015-10-18,Grade 4,+14796592345
5739,S05739,jason harrison,2018-06-19,Grade 4,+18465926709
5740,S05740,ashley flynn,2018-07-18,Grade 2,+15276514547
5741,S05741,amanda anderson,2017-06-16,Grade 2,n/a
5742,S05742,benjamin berger,2011-12-31,Grade 5,+12276226084
5743,S05743,joshua frazier,2007-05-21,Grade 3,+16878155597
5744,S05744,jessica roy,2011-07-03,Grade 1,+18283518262
5745,S05745,adam knight,2015-07-11,Grade 3,+19098150188
5746,S05746,timothy torres,2006-10-11,Grade 4,+13162745958
5747,S05747,jeffery day,2017-01-14,Grade 3,+13863311951
5748,S05748,christopher kent,2010-07-30,Grade 2,+17095688869
5749,S05749,erin hendrix,2009-08-16,Grade 1,+19567906941
5750,S05750,kayla washington,2008-09-03,Grade 5,+12105779135
5751,S05751,laura parker,2013-08-25,Grade 1,+18755463249
5752,S05752,paul dixon,2010-06-02,Grade 2,+17096334692
5753,S05753,lisa jones,2013-04-26,Grade 5,+17303309478
5754,S05754,jerry watson,2010-02-21,Grade 2,+17492961471
5755,S05755,kimberly parker,2008-01-22,Grade 1,+17319417577
5756,S05756,michael pratt,2019-02-15,Grade 1,+14785683790
5757,S05757,anne summers,2009-12-19,Grade 3,+17818149561
5758,S05758,robert cole,2014-10-10,Grade 5,+15168565868
5759,S05759,stephanie park,2015-12-23,Grade 3,+16809041542
5760,S05760,lisa bolton,2009-07-12,Grade 1,+13656142926
5761,S05761,tracey decker,2017-03-09,Grade 1,+12976038398
5762,S05762,anthony benitez,2017-11-16,Grade 2,+18722543240
5763,S05763,steven stone,2018-05-01,Grade 2,+15344107142
5764,S05764,erin ortiz,2017-09-23,Grade 5,+14387470441
5765,S05765,jessica burns,2010-02-11,Grade 3,+17957445167
5766,S05766,amy callahan,2007-05-04,Grade 4,+15934222573
5767,S05767,nicholas white,2012-09-11,Grade 5,+16064380351
5768,S05768,eric dyer,2013-08-05,Grade 2,+17983489192
5769,S05769,david smith,2016-12-15,Grade 5,n/a
5770,S05770,linda thompson,2015-01-05,Grade 3,n/a
5771,S05771,nathan mann,2017-05-23,Grade 1,+16658175475
5772,S05772,cynthia smith,2016-12-15,Grade 4,+14377556391
5773,S05773,tina hernandez,2014-05-28,Grade 5,+19572772156
5774,S05774,jenna smith,2016-08-14,Grade 1,+17126170728
5775,S05775,elizabeth miller,2016-03-09,Grade 4,+15793099551
5776,S05776,julie santos,2009-12-24,Grade 4,+18928111508
5777,S05777,mrs. debbie woodard dds,2011-07-22,Grade 2,+13635648238
5778,S05778,kurt walker,2007-03-31,Grade 2,+16532592018
5779,S05779,benjamin lloyd,2013-11-03,Grade 3,+18086059795
5780,S05780,kevin smith,2014-03-11,Grade 1,+12407673585
5781,S05781,chad jackson,2010-03-12,Grade 4,+17536529933
5782,S05782,david eaton,2012-07-12,Grade 2,+12466951647
5783,S05783,megan burnett,2017-06-23,Grade 3,+13269134579
5784,S05784,robert davis,2017-01-27,Grade 5,+13994605860
5785,S05785,melanie paul,2018-07-03,Grade 4,+14199885378
5786,S05786,john owen,2012-01-07,Grade 2,+19395721514
5787,S05787,mr. cameron browning,2010-01-29,Grade 1,+13064058793
5788,S05788,craig rivera,2016-11-03,Grade 3,+12052921878
5789,S05789,brittany richardson,2008-06-18,Grade 5,+14524013845
5790,S05790,william austin,2008-08-21,Grade 5,+12018921943
5791,S05791,robert carter,2008-01-25,Grade 1,+16495103823
5792,S05792,emily ibarra,2007-05-13,Grade 3,+14016105440
5793,S05793,travis norton,2010-12-08,Grade 1,+16364667176
5794,S05794,leslie porter,2011-07-15,Grade 1,+16612623593
5795,S05795,bruce smith,2008-09-06,Grade 1,+14107656342
5796,S05796,robin kirk,2009-03-13,Grade 5,+18942532838
5797,S05797,brianna smith,2011-11-23,Grade 4,+14007728343
5798,S05798,ryan perez,2006-10-26,Grade 2,+12712179332
5799,S05799,anthony rogers,2010-03-20,Grade 2,+19605174587
5800,S05800,susan foster,2006-09-08,Grade 2,+17919641341
5801,S05801,pamela cochran md,2018-12-25,Grade 2,+15124927701
5802,S05802,samuel chavez,2015-03-18,Grade 3,+15205375381
5803,S05803,alexis wood,2006-08-28,Grade 4,+17302862636
5804,S05804,margaret turner,2014-07-30,Grade 4,+17165963619
5805,S05805,paul smith,2010-05-11,Grade 1,+16314220351
5806,S05806,rachel sanchez dds,2016-04-26,Grade 2,+18978422467
5807,S05807,andrew clark,2019-02-08,Grade 2,+12916425235
5808,S05808,lisa holmes,2013-11-10,Grade 4,+15909807865
5809,S05809,renee garcia,2012-10-16,Grade 5,+17099788717
5810,S05810,mia montoya,2016-06-06,Grade 2,+14157100123
5811,S05811,julia gibson,2011-03-28,Grade 1,+16062903405
5812,S05812,james jones,2009-08-20,Grade 3,+13902207280
5813,S05813,christine carrillo,2006-12-25,Grade 4,+14364724939
5814,S05814,raymond clay,2017-03-08,Grade 4,+13514091263
5815,S05815,elizabeth johnson,2007-11-28,Grade 3,+14727665915
5816,S05816,corey nguyen,2013-11-29,Grade 3,+16063509676
5817,S05817,morgan shaffer,2014-08-24,Grade 3,+14432129213
5818,S05818,devin ruiz,2012-04-10,Grade 3,+19576171910
5819,S05819,catherine wright,2009-11-09,Grade 4,+19456973627
5820,S05820,ashley barber,2011-03-26,Grade 5,+13036325045
5821,S05821,justin floyd,2012-05-09,Grade 1,+19592595329
5822,S05822,david santana,2006-11-18,Grade 1,+14247341393
5823,S05823,david white,2017-08-15,Grade 1,+16453045311
5824,S05824,robert campbell,2018-04-05,Grade 2,+18352215027
5825,S05825,christopher mcdonald,2014-08-27,Grade 2,+17364079931
5826,S05826,ethan riley,2009-07-19,Grade 4,+14587678072
5827,S05827,brent chase,2016-01-06,Grade 5,+15122650520
5828,S05828,jorge figueroa,2009-08-10,Grade 5,+18083283069
5829,S05829,jason gallegos,2014-05-10,Grade 5,n/a
5830,S05830,eddie stewart,2017-02-19,Grade 5,+19139020313
5831,S05831,kelly williams,2016-12-30,Grade 3,+18474421437
5832,S05832,jessica allen,2018-12-12,Grade 4,+15786639193
5833,S05833,shawna price,2010-05-09,Grade 5,+17752944286
5834,S05834,leslie garner,2015-06-17,Grade 2,+18417920064
5835,S05835,mark hayes,2007-12-16,Grade 2,+16623317353
5836,S05836,tina jensen,2010-07-12,Grade 1,+16377634867
5837,S05837,steven johnson,2007-05-27,Grade 1,+15108461767
5838,S05838,gregory gonzales,2012-10-01,Grade 1,+17989275595
5839,S05839,sierra brown,2009-04-21,Grade 1,+15359750809
5840,S05840,william porter,2016-01-11,Grade 4,+12997956739
5841,S05841,nathan christian,2009-06-17,Grade 1,+17345126540
5842,S05842,daniel reynolds,2006-06-18,Grade 4,+19049940072
5843,S05843,karen walker,2015-02-23,Grade 3,+15952108925
5844,S05844,timothy garcia,2017-03-21,Grade 3,+12976595437
5845,S05845,brooke scott,2013-11-25,Grade 5,n/a
5846,S05846,brett brown,2014-11-17,Grade 2,+13806565597
5847,S05847,erica alvarez,2006-08-19,Grade 4,+14225813030
5848,S05848,wendy walker,2010-01-18,Grade 4,+17174852993
5849,S05849,christopher rodgers,2017-12-17,Grade 4,+16143478191
5850,S05850,amanda hall,2018-10-17,Grade 4,+15146103873
5851,S05851,jonathan zavala,2009-01-07,Grade 4,+18995457560
5852,S05852,kristin reid,2016-04-03,Grade 1,+16414889695
5853,S05853,jill taylor,2010-03-14,Grade 1,n/a
5854,S05854,matthew moses,2013-10-27,Grade 1,+18144448533
5855,S05855,sharon rich,2010-04-21,Grade 3,+12376623349
5856,S05856,heather benjamin,2016-05-18,Grade 1,+19985603906
5857,S05857,amanda reynolds,2015-06-17,Grade 3,+13192386224
5858,S05858,rodney gay,2017-08-21,Grade 2,+14235308288
5859,S05859,holly carroll,2009-03-17,Grade 5,+16169867004
5860,S05860,william haas,2018-04-10,Grade 2,+19786052206
